"Name","Concatenate(Platform)","Min*(Year)","First(Genre)","First(Publisher)","Sum(NA_Sales)","Sum(EU_Sales)","Sum(JP_Sales)","Sum(Other_Sales)","Sum(Global_Sales)","YearCount"
"Alien Hominid","PS2, GC",2004,"Shooter","Zoo Digital Publishing",0.12000000000000001,0.06,0,0.01,0.19,17
"Alien Monster Bowling League","Wii1",2009,"Sports","Destineer",0.09,0,0,0.01,0.09,12
"Alien Resurrection","PSX",2000,"Shooter","Fox Interactive",0.09,0.06,0,0.01,0.16,21
"Alien Syndrome","PSP, Wii1",2007,"Role-Playing","Sega",0.13,0,0,0.01,0.14,14
"Alien Trilogy","PSX",1996,"Shooter","Acclaim Entertainment",0.24,0.16,0.04,0.03,0.47,25
"Alien's Return","2600",1982,"Action","ITT Family Games",0.32,0.02,0,0,0.34,39
"Alien: Isolation","PS4, XOne, PS3, X360, PC",2014,"Shooter","Sega",0.8300000000000001,1.25,0.04,0.3400000000000001,2.4499999999999997,7
"Alienators: Evolution Continues","GBA",2001,"Action","Activision",0.03,0.01,0,0,0.03,20
"Aliens in the Attic","Wii1, NDS",2009,"Action","Playlogic Game Factory",0.12000000000000001,0,0,0.01,0.13,12
"Aliens versus Predator: Extinction","PS2, XB",2003,"Strategy","Electronic Arts",0.15,0.09000000000000001,0,0.02,0.27,18
"Aliens vs Predator","X360, PS3, PC",2010,"Shooter","Sega",0.96,1.04,0,0.31,2.3000000000000003,11
"Aliens vs Predator: Requiem","PSP",2007,"Action","Vivendi Games",0.03,0.12,0,0.07,0.22,14
"Aliens: Colonial Marines","X360, PS3, PC",2013,"Shooter","Sega",0.66,0.74,0,0.22,1.6199999999999999,8
"Aliens: Infestation","NDS",2011,"Action","Sega",0.1,0.06,0,0.02,0.18,10
"All Grown Up! Express Yourself","GBA",2004,"Misc","THQ",0.13,0.05,0,0,0.18,17
"All Grown Up!: Game Boy Advance Video Volume 1","GBA",2004,"Misc","N/A",0.17,0.06,0,0,0.24,17
"All Japan Pro Wrestling featuring Virtua","SAT",1997,"Fighting","Sega",0,0,0.15,0,0.15,24
"All Kamen Rider: Rider Generation","NDS",2011,"Action","Namco Bandai Games",0,0,0.12,0,0.12,10
"All Kamen Rider: Rider Generation 2","NDS, PSP",2012,"Action","Namco Bandai Games",0,0,0.16,0,0.16,9
"All Points Bulletin","PC",2010,"Role-Playing","Electronic Arts",0,0.03,0,0.01,0.04,11
"All Star Cheer Squad","Wii1, NDS",2008,"Sports","THQ",0.69,0.29,0,0.1,1.08,13
"All Star Cheer Squad 2","Wii1",2009,"Sports","THQ",0.12,0,0,0.01,0.13,12
"All Star Karate","Wii1",2010,"Action","THQ",0.14,0.07,0,0.02,0.23,11
"All Star Pro-Wrestling","PS2",2000,"Fighting","SquareSoft",0,0,0.2,0,0.2,21
"All Star Tennis 99","N64",1999,"Sports","Ubisoft",0.04,0.01,0,0,0.05,22
"All-Pro Football 2K8","X360, PS3",2007,"Sports","Take-Two Interactive",0.38,0,0,0.03,0.41000000000000003,14
"All-Star Baseball 2000","N64",1999,"Sports","Acclaim Entertainment",0.36,0.03,0,0,0.39,22
"All-Star Baseball 2001","N64",2000,"Sports","Acclaim Entertainment",0.22,0.01,0,0,0.23,21
"All-Star Baseball 2002","PS2, GC",2001,"Sports","Acclaim Entertainment",0.44000000000000006,0.25,0,0.08,0.78,20
"All-Star Baseball 2003","PS2, XB, GC, GBA",2002,"Sports","Acclaim Entertainment",0.8,0.42,0,0.11,1.3299999999999998,19
"All-Star Baseball 2004","PS2, XB, GC, GBA",2003,"Sports","Acclaim Entertainment",0.42,0.22999999999999998,0,0.05,0.7,18
"All-Star Baseball 99","N64",1998,"Sports","Acclaim Entertainment",0.44,0.04,0,0,0.48,23
"Alleyway","GBoy",1989,"Puzzle","Nintendo",0.96,0.38,0.55,0.05,1.94,32
"Allied General","PSX",1996,"Strategy","SSI",0.11,0.07,0,0.01,0.19,25
"Alone in the Dark","X360, Wii1, PS2, PC",2008,"Adventure","Atari",0.26,0.41000000000000003,0,0.08,0.74,13
"Alone in the Dark: Inferno","PS3",2008,"Adventure","Atari",0.09,0.03,0,0.02,0.14,13
"Alone in the Dark: One-Eyed Jack's Revenge","PSX",1996,"Adventure","Infogrames",0.17,0.12,0,0.02,0.31,25
"Alpha Protocol","PS3, X360, PC",2010,"Role-Playing","Sega",0.42000000000000004,0.33999999999999997,0,0.12000000000000001,0.8700000000000001,11
"Alter Echo","PS2, XB",2003,"Shooter","THQ",0.1,0.060000000000000005,0,0.02,0.18,18
"Alter Ego","PC",1985,"Simulation","Activision",0,0.03,0,0.01,0.03,36
"Altered Beast: Guardian of the Realms","GBA",2002,"Action","THQ",0.07,0.02,0,0,0.09,19
"Alundra","PSX",1997,"Role-Playing","Psygnosis",0.13,0.09,0,0.01,0.23,24
"Alundra 2: A New Legend Begins","PSX",1999,"Role-Playing","Activision",0.15,0.1,0,0.02,0.27,22
"Alvin and the Chipmunks","NDS, PS2, Wii1",2007,"Misc","Brash Entertainment",0.21000000000000002,0.03,0,0.02,0.27,14
"Alvin and the Chipmunks: Chipwrecked","NDS, X360, Wii1",2011,"Misc","505 Games",0.23000000000000004,0.05,0,0.03,0.31000000000000005,10
"Alvin and the Chipmunks: The Squeakquel","NDS, Wii1",2009,"Misc","Majesco Entertainment",0.37,0,0,0.03,0.4,12
"Amagami","PSP, PS2, PSV",2009,"Adventure","Kadokawa Shoten",0,0,0.32,0,0.32,12
"Amagoushi no Yakata","PS2",2007,"Adventure","Nippon Ichi Software",0,0,0.02,0,0.02,14
"Amatsumi Sora ni! Kumo no Hatate ni","PSV",2015,"Adventure","Prototype",0,0,0.02,0,0.02,6
"Amazing Adventures: The Forgotten Ruins","NDS",2008,"Adventure","PopCap Games",0.13,0.08,0,0.02,0.24,13
"Amazing Island","GC",2004,"Strategy","Sega",0.04,0.01,0,0,0.06,17
"America Oudan Ultra-Quiz","SAT",1995,"Misc","Victor Interactive",0,0,0.02,0,0.02,26
"America's Army: Rise of a Soldier","XB",2005,"Shooter","Ubisoft",0.19,0.05,0,0.01,0.25,16
"America's Army: True Soldiers","X360",2007,"Shooter","Ubisoft",0.08,0,0,0.01,0.08,14
"America's Next Top Model","NDS, Wii1",2008,"Action","Eidos Interactive",0.18,0,0,0.02,0.18,13
"America's Test Kitchen: Let's Get Cooking","NDS",2010,"Simulation","Nintendo",0.25,0,0,0.02,0.27,11
"American Bass Challenge","GBA",2001,"Sports","Starfish",0.03,0.01,0,0,0.05,20
"American Chopper","PS2, XB",2004,"Racing","Zoo Digital Publishing",0.45999999999999996,0.04,0,0.06999999999999999,0.57,17
"American Chopper 2: Full Throttle","PS2, GC, XB",2005,"Racing","Zoo Digital Publishing",0.17,0.09,0,0.02,0.27999999999999997,16
"American Girl: Julie Finds a Way","NDS",2007,"Adventure","THQ",0.1,0,0,0.01,0.11,14
"American Girl: Kit Mystery Challenge!","NDS",2008,"Adventure","THQ",0.42,0,0,0.03,0.46,13
"American Idol","PS2, GBA",2003,"Misc","Codemasters",0.42000000000000004,0.27,0,0.07,0.77,18
"Amnesia","PSP",2011,"Adventure","Idea Factory",0,0,0.04,0,0.04,10
"Amnesia Crowd","PSP",2013,"Misc","Idea Factory",0,0,0.05,0,0.05,8
"Amnesia Later","PSP, PSV",2012,"Misc","Idea Factory",0,0,0.060000000000000005,0,0.060000000000000005,9
"Amped 2","XB",2003,"Sports","Microsoft Game Studios",0.2,0.04,0,0.01,0.25,18
"Amped 3","X360",2005,"Sports","Take-Two Interactive",0.13,0.02,0,0.01,0.16,16
"Amped: Freestyle Snowboarding","XB",2001,"Sports","Microsoft Game Studios",0.69,0.11,0,0.02,0.82,20
"Amplitude","PS2",2003,"Misc","Sony Computer Entertainment",0.09,0.07,0,0.02,0.18,18
"An American Tail: Fievel's Gold Rush","GBA",2002,"Platform","Conspiracy Entertainment",0.02,0.01,0,0,0.03,19
"Anarchy Reigns","PS3, X360",2012,"Action","Sega",0.21000000000000002,0.05,0.08,0.03,0.38,9
"And1 Streetball","PS2, XB",2006,"Action","Ubisoft",0.19,0.12000000000000001,0,0.03,0.34,15
"Andretti Racing","PSX",1996,"Racing","Electronic Arts",0.43,0.29,0,0.05,0.77,25
"Angel Blade: Neo Tokyo Guardians","PSX",1997,"Role-Playing","On Demand",0.12,0.08,0,0.01,0.21,24
"Angelique Duet","PSX",1998,"Strategy","Tecmo Koei",0,0,0.04,0,0.04,23
"Angelique Retour","PSV",2015,"Action","Tecmo Koei",0,0,0.02,0,0.02,6
"Angelique Trois","PS2",2000,"Adventure","Tecmo Koei",0,0,0.06,0,0.06,21
"Angelique: Maren no Rokukishi","PSP",2011,"Adventure","Idea Factory",0,0,0.03,0,0.03,10
"Angler's Club: Ultimate Bass Fishing 3D","3DS",2011,"Sports","D3Publisher",0,0.03,0,0,0.03,10
"Angry Birds","PC",2011,"Puzzle","Focus Home Interactive",0,0.18,0,0.05,0.24,10
"Angry Birds Star Wars","Wii1, 3DS, PS3, X360, PS4, XOne, PSV, WiiU",2013,"Strategy","Activision",0.94,0.7300000000000001,0,0.23,1.9000000000000001,8
"Angry Birds Trilogy","3DS, X360, PS3",2012,"Action","Activision",0.68,0.28,0,0.09000000000000001,1.06,9
"Angry Birds: Rio","PC",2011,"Puzzle","Focus Home Interactive",0,0.07,0,0.02,0.09,10
"AniMates!","NDS",2007,"Simulation","Lexicon Entertainment",0.02,0,0,0,0.03,14
"Anima - Gate of Memories","PS4",2016,"Action","Avanquest",0,0.02,0,0,0.02,5
"Animal Crossing","GC",2001,"Simulation","Nintendo",1.92,0.16,0.99,0.09,3.15,20
"Animal Crossing: Amiibo Festival","WiiU",2015,"Misc","Nintendo",0.19,0.11,0.09,0.03,0.42,6
"Animal Crossing: City Folk","Wii1",2008,"Simulation","Nintendo",1.87,1.12,1.32,0.37,4.68,13
"Animal Crossing: Happy Home Designer","3DS",2015,"Simulation","Nintendo",0.47,1,1.39,0.12,2.98,6
"Animal Crossing: New Leaf","3DS",2012,"Simulation","Nintendo",2.01,2.32,4.36,0.41,9.09,9
"Animal Crossing: Wild World","NDS",2005,"Simulation","Nintendo",2.55,3.52,5.33,0.88,12.27,16
"Animal Genius","NDS",2007,"Puzzle","Ubisoft",0.11,0,0,0.01,0.12,14
"Animal Kingdom: Wildlife Expedition","Wii1",2009,"Adventure","Natsume",0.07,0,0,0.01,0.08,12
"Animal Paradise","NDS",2007,"Simulation","Empire Interactive",0.09,0.14,0,0.02,0.25,14
"Animal Planet: Emergency Vets","NDS",2009,"Simulation","Activision",0.08,0,0,0.01,0.08,12
"Animal Planet: Vet Collection","NDS",2010,"Simulation","Activision",0.05,0,0,0,0.05,11
"Animal Planet: Vet Life","NDS, Wii1",2009,"Simulation","Activision",0.19,0,0,0.02,0.21000000000000002,12
"Animaniacs Ten Pin Alley","PSX",1998,"Sports","ASC Games",0.36,0.25,0,0.04,0.66,23
"Animaniacs: The Great Edgar Hunt","GC",2005,"Platform","Ignition Entertainment",0.02,0.01,0,0,0.03,16
"Animorphs: Shattered Reality","PSX",2000,"Action","Infogrames",0.03,0.02,0,0,0.06,21
"Anno 1701: Dawn of Discovery","NDS",2007,"Simulation","Touchstone",0.07,0.06,0,0.02,0.14,14
"Anno 2070","PC",2011,"Strategy","Ubisoft",0,1.13,0,0.32,1.45,10
"Anno 2205","PC",2015,"Strategy","Ubisoft",0.02,0.22,0,0.01,0.25,6
"Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai","PSP",2012,"Action","5pb",0,0,0.02,0,0.02,9
"Another Code R: A Journey into Lost Memories","Wii1",2009,"Adventure","Nintendo",0,0.03,0.03,0,0.06,12
"Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!","3DS",2016,"Action","Namco Bandai Games",0,0,0.06,0,0.06,5
"Ant Nation","NDS",2009,"Simulation","Konami Digital Entertainment",0.06,0.01,0,0.01,0.07,12
"Antiphona no Seikahime: Tenshi no Gakufu Op.A","PSP",2009,"Role-Playing","Nippon Ichi Software",0,0,0.02,0,0.02,12
"Antz Extreme Racing","PS2, XB",2002,"Racing","Empire Interactive",0.03,0.02,0,0.01,0.06,19
"Anubis II","Wii1",2007,"Platform","Metro 3D",0.06,0,0,0,0.07,14
"Ao no Exorcist: Genkoku no Labyrinth","PSP",2012,"Action","Namco Bandai Games",0,0,0.04,0,0.04,9
"Aoishiro","PS2",2008,"Adventure","Success",0,0,0.02,0,0.02,13
"Apache: Air Assault","PS3, X360, PC",2010,"Simulation","Activision",0.22999999999999998,0.14,0,0.05,0.42000000000000004,11
"Apassionata: Die Galanacht der Pferde","NDS",2009,"Simulation","RTL",0,0.04,0,0.01,0.05,12
"Ape Escape","PSX, PS3",1999,"Platform","Sony Computer Entertainment",0.71,0.51,0.32,0.12,1.68,22
"Ape Escape 2","PS2",2002,"Platform","Sony Computer Entertainment",0.12,0.09,0.38,0.03,0.63,19
"Ape Escape 3","PS2",2005,"Platform","Sony Computer Entertainment",0.06,0.05,0,0.02,0.13,16
"Ape Escape Academy","PSP",2004,"Misc","Sony Computer Entertainment",0.13,0.15,0,0.05,0.33,17
"Ape Escape Academy (jp sales)","PSP",2004,"Misc","Sony Computer Entertainment",0,0,0.13,0,0.14,17
"Ape Escape: On the Loose","PSP",2005,"Platform","Sony Computer Entertainment",0.52,0.01,0.12,0.05,0.7,16
"Ape Escape: Pumped & Primed","PS2",2004,"Misc","Sony Computer Entertainment",0.04,0.03,0,0.01,0.08,17
"Apex","XB",2003,"Racing","Atari",0.1,0.03,0,0,0.14,18
"Apocalypse","PSX",1998,"Action","Activision",0.25,0.17,0,0.03,0.45,23
"Apollo Justice: Ace Attorney","NDS",2007,"Adventure","Capcom",0.32,0.06,0.64,0.04,1.06,14
"Aqua Aqua","PS2",2000,"Puzzle","3DO",0.05,0.04,0,0.01,0.11,21
"Aqua Panic!","NDS",2009,"Puzzle","Neko Entertainment",0.01,0.01,0,0,0.02,12
"Aqua Teen Hunger Force: Zombie Ninja Pro-Am","PS2",2007,"Racing","Midway Games",0.03,0.03,0,0.01,0.07,14
"Aquaman: Battle for Atlantis","GC",2003,"Action","TDK Mediactive",0.01,0,0,0,0.01,18
"Aquanaut's Holiday","PSX",1995,"Adventure","Sony Computer Entertainment",0.01,0.01,0,0,0.02,26
"Aquanaut's Holiday: Kakusareta Kiroku","PS3",2008,"Adventure","Sony Computer Entertainment",0,0,0.04,0,0.04,13
"Aquapazza: Aquaplus Dream Match","PS3",2012,"Fighting","Aqua Plus",0.05,0,0.05,0.01,0.1,9
"Aquarium by DS","NDS",2008,"Simulation","Mercury Games",0.05,0,0,0,0.06,13
"Ar Nosurge: Ode to an Unborn Star","PS3, PSV",2014,"Role-Playing","Tecmo Koei",0.05,0.04,0.1,0.02,0.2,7
"Ar tonelico 2: Melody of Metafalica","PS2",2007,"Role-Playing","Nippon Ichi Software",0.04,0.03,0.11,0.01,0.18,14
"Ar tonelico Qoga: Knell of Ar Ciel","PS3",2010,"Role-Playing","Tecmo Koei",0.08,0.01,0.13,0.01,0.24,11
"Ar tonelico: Melody of Elemia","PS2",2006,"Role-Playing","505 Games",0,0,0.1,0,0.1,15
"Arabians Lost: The Engagement on Desert","PS2, PSP",2007,"Adventure","Prototype",0,0,0.03,0,0.03,14
"Arc Rise Fantasia","Wii1",2009,"Role-Playing","Marvelous Interactive",0.13,0,0.06,0.01,0.19,12
"Arc the Lad","PSX",1995,"Role-Playing","Sony Computer Entertainment",0,0,1.1,0.01,1.11,26
"Arc the Lad II","PSX",1996,"Role-Playing","Sony Computer Entertainment",0,0,0.92,0.13,1.05,25
"Arc the Lad III","PSX",1999,"Role-Playing","Sony Computer Entertainment",0,0,0.39,0.03,0.42,22
"Arc the Lad: End of Darkness","PS2",2004,"Role-Playing","Sony Computer Entertainment",0.03,0.02,0,0.01,0.06,17
"Arc the Lad: Twilight of the Spirits","PS2",2003,"Role-Playing","Sony Computer Entertainment",0.18,0.14,0,0.05,0.36,18
"Arcade Hits: Frisky Tom","PSX",2002,"Action","Hamster Corporation",0.16,0.11,0,0.02,0.28,19
"Arcade Party Pak","PSX",1999,"Misc","Midway Games",0.06,0.04,0,0.01,0.11,22
"Arcade Shooting Gallery","Wii1",2008,"Shooter","Zoo Games",0.18,0,0,0.01,0.19,13
"Arcade Zone","Wii1",2009,"Misc","Activision",0.14,0,0,0.01,0.16,12
"Arcana Famiglia 2","PSP",2013,"Adventure","Comfort",0,0,0.02,0,0.02,8
"Arcana Famiglia: La storia della Aracana Famiglia","PSP",2011,"Adventure","Comfort",0,0,0.05,0,0.05,10
"Arcana Famiglia: Vascello Phantasma no Majutsushi","PSP",2012,"Action","Comfort",0,0,0.02,0,0.02,9
"Arcana Heart","PS2",2007,"Fighting","AQ Interactive",0.06,0.05,0.04,0.02,0.16,14
"Arcana Heart 3","PS3, PSV, X360",2011,"Fighting","PQube",0.07,0.08,0.14,0.03,0.31,10
"Arcania: Gothic 4","PC, X360, PS4",2010,"Role-Playing","JoWood Productions",0.16,0.12,0.01,0.04,0.34,11
"Archer Maclean Presents: Pool Paradise","PS2, GC",2004,"Sports","Ignition Entertainment",0.05,0.03,0,0.01,0.09,17
"Archer Maclean's 3D Pool","GBA",2003,"Misc","Crave Entertainment",0.05,0.02,0,0,0.07,18
"Archer Maclean's Mercury","PSP",2005,"Puzzle","Ignition Entertainment",0.17,0.24,0,0.14,0.56,16
"Arctic Tale","NDS, Wii1",2007,"Adventure","Zoo Digital Publishing",0.17,0,0,0.01,0.19,14
"Arctic Thunder","PS2, XB",2001,"Racing","Midway Games",0.26,0.16,0,0.05,0.48,20
"Are You Alice?","PSP",2011,"Adventure","Idea Factory",0,0,0.02,0,0.02,10
"Are You Smarter Than A 5th Grader?","NDS",2007,"Misc","Mindscape",0.48,0,0,0.04,0.53,14
"Are You Smarter Than a 5th Grader? Back to School","Wii1, NDS",2010,"Misc","Nintendo",0.28,0,0,0.03,0.3,11
"Are You Smarter than a 5th Grader? Game Time","Wii1, NDS, X360",2009,"Puzzle","THQ",0.59,0,0,0.05,0.63,12
"Are You Smarter than a 5th Grader? Make the Grade","Wii1, NDS",2008,"Misc","THQ",0.87,0,0,0.07,0.9400000000000001,13
"Area 51","PSX, PS2, XB",1996,"Shooter","GT Interactive",0.84,0.5,0,0.12,1.46,25
"Arena Football","PS2, XB",2006,"Sports","Electronic Arts",0.39,0.25,0,0.08,0.7100000000000001,15
"Aria: The Natural ~Tooi Yume no Mirage~","PS2",2006,"Adventure","Alchemist",0,0,0.02,0,0.02,15
"Aria: The Origination ~Aoi Wakusei no El Cielo~","PS2",2008,"Adventure","Alchemist",0,0,0.02,0,0.02,13
"Arkanoid DS","NDS",2007,"Puzzle","Square Enix",0.06,0,0,0,0.06,14
"ArmA II","PC",2009,"Shooter","505 Games",0,0.12,0,0.03,0.14,12
"ArmA III","PC",2013,"Shooter","Bohemia Interactive",0,0.1,0,0.02,0.12,8
"Armed and Dangerous","XB",2003,"Shooter","LucasArts",0.09,0.03,0,0,0.13,18
"Armor Ambush","2600",1981,"Action","Mattel Interactive",0.15,0.01,0,0,0.17,40
"Armored Core","PSX",1997,"Simulation","Sony Computer Entertainment",0.13,0.09,0.16,0.03,0.41,24
"Armored Core 2","PS2",2000,"Simulation","Ubisoft",0.28,0.22,0.23,0.07,0.79,21
"Armored Core 2: Another Age","PS2",2001,"Simulation","Metro 3D",0.11,0.08,0.19,0.03,0.41,20
"Armored Core 3","PS2",2002,"Simulation","Metro 3D",0.22,0.17,0.23,0.06,0.67,19
"Armored Core 3 Portable","PSP",2009,"Simulation","From Software",0,0,0.08,0,0.08,12
"Armored Core 4","X360, PS3",2006,"Simulation","505 Games",0.28,0.01,0.12,0.03,0.45,15
"Armored Core SL: Silent Line Portable","PSP",2009,"Simulation","From Software",0,0,0.03,0,0.03,12
"Armored Core V","PS3, X360",2012,"Simulation","Namco Bandai Games",0.22,0.07,0.27999999999999997,0.03,0.62,9
"Armored Core: For Answer","PS3, X360",2008,"Simulation","Ubisoft",0.12,0.03,0.17,0.02,0.33999999999999997,13
"Armored Core: Formula Front Extreme Battle","PSP",2004,"Simulation","505 Games",0.05,0,0,0,0.05,17
"Armored Core: Last Raven","PS2",2005,"Simulation","505 Games",0.05,0.04,0.08,0.01,0.18,16
"Armored Core: Last Raven Portable","PSP",2010,"Simulation","From Software",0,0,0.03,0,0.03,11
"Armored Core: Master of Arena","PSX",1999,"Simulation","From Software",0.07,0.05,0.13,0.02,0.26,22
"Armored Core: Nexus","PS2",2004,"Simulation","Indie Games",0.06,0.05,0.14,0.02,0.26,17
"Armored Core: Nine Breaker","PS2",2004,"Simulation","505 Games",0.03,0.03,0,0.01,0.07,17
"Armored Core: Project Phantasma","PSX",1997,"Simulation","From Software",0.06,0.04,0.15,0.02,0.28,24
"Armored Core: Silent Line","PS2",2003,"Simulation","Agetec",0.07,0.06,0.16,0.02,0.31,18
"Armored Core: Verdict Day","PS3",2013,"Simulation","From Software",0,0,0.12,0,0.12,8
"Armorines: Project S.W.A.R.M.","N64, PSX",1999,"Shooter","Acclaim Entertainment",0.26,0.08,0,0.01,0.34,22
"Army Corps of Hell","PSV",2011,"Action","Square Enix",0.05,0.04,0,0.02,0.1,10
"Army Men 3D","PSX",1999,"Action","3DO",1.1,0.14,0,0.04,1.28,22
"Army Men World War: Final Front","PSX",2001,"Action","3DO",0.24,0.17,0,0.03,0.44,20
"Army Men World War: Land, Sea, Air","PSX",2000,"Action","3DO",0.17,0.12,0,0.02,0.3,21
"Army Men World War: Team Assault","PSX",2001,"Action","3DO",0.06,0.04,0,0.01,0.1,20
"Army Men: Air Attack","PSX",1999,"Action","3DO",0.47,0.32,0,0.06,0.85,22
"Army Men: Air Attack 2","PSX",2000,"Action","3DO",0.17,0.11,0,0.02,0.3,21
"Army Men: Air Combat","N64",2000,"Action","3DO",0.19,0.05,0,0,0.24,21
"Army Men: Air Combat - The Elite Missions","GC",2003,"Shooter","3DO",0.01,0,0,0,0.01,18
"Army Men: Green Rogue","PS2, PSX",2001,"Action","3DO",0.1,0.07,0,0.02,0.2,20
"Army Men: Major Malfunction","XB",2006,"Shooter","Global Star",0.01,0,0,0,0.02,15
"Army Men: RTS","PS2, GC",2002,"Strategy","3DO",0.1,0.05,0,0.01,0.18,19
"Army Men: Sarge's Heroes","N64, PSX",1999,"Action","3DO",0.99,0.32999999999999996,0,0.05,1.37,22
"Army Men: Sarge's Heroes 2","N64, PSX, PS2",2000,"Shooter","3DO",0.5700000000000001,0.23,0,0.04,0.83,21
"Army Men: Sarge's War","GC, XB",2004,"Shooter","Global Star",0.21,0.05,0,0,0.26,17
"Army Men: Soldiers of Misfortune","Wii1, NDS",2008,"Shooter","Zoo Games",0.22999999999999998,0,0,0.02,0.25,13
"Army Rescue","Wii1",2009,"Shooter","UFO Interactive",0.02,0,0,0,0.02,12
"Army of Two","X360, PS3",2008,"Shooter","Electronic Arts",1.83,0.64,0.04,0.31,2.82,13
"Army of Two: The 40th Day","X360, PS3, PSP",2010,"Shooter","Electronic Arts",1.1800000000000002,0.64,0.01,0.28,2.1199999999999997,11
"Army of Two: The Devil's Cartel","PS3, X360",2013,"Shooter","Electronic Arts",0.27,0.18,0.01,0.07,0.54,8
"Around the World in 80 Days","NDS, GBA",2004,"Action","PlayV",0.03,0.15000000000000002,0,0.02,0.21000000000000002,17
"Arslan: The Warriors of Legend","PS4, PS3, XOne",2015,"Action","Tecmo Koei",0.03,0.01,0.09,0.01,0.15,6
"Art Academy","NDS",2010,"Misc","Nintendo",0.28,1.68,0.33,0.28,2.57,11
"Art Academy: Home Studio","WiiU",2015,"Misc","Nintendo",0,0,0.01,0,0.01,6
"Art Academy: Lessons for Everyone","3DS",2012,"Action","Nintendo",0.2,0.03,0.21,0.02,0.46,9
"Art of Fighting 3: The Path of the Warrior","NG",1996,"Fighting","SNK",0,0,0.04,0,0.04,25
"Art of Fighting Anthology","PS2",2006,"Fighting","Crave Entertainment",0.02,0.02,0,0.01,0.04,15
"Arthur and the Invisibles","NDS",2007,"Adventure","Atari",0.03,0,0,0,0.03,14
"Arthur! Ready to Race","PSX",2000,"Racing","The Learning Company",0.03,0.02,0,0,0.05,21
"Arx Fatalis","XB",2003,"Role-Playing","Mindscape",0.04,0.01,0,0,0.05,18
"Ashes Cricket 2009","Wii1, X360, PS3",2009,"Sports","Codemasters",0,0.5800000000000001,0,0.04,0.61,12
"Asphalt 3D","3DS",2011,"Racing","Ubisoft",0.27,0.16,0.02,0.04,0.49,10
"Asphalt: Injection","PSV",2011,"Action","Ubisoft",0.14,0.06,0,0.04,0.23,10
"Asphalt: Urban GT","NDS",2004,"Racing","Ubisoft",0.31,0.22,0,0.06,0.6,17
"Asphalt: Urban GT 2","NDS",2006,"Racing","Ubisoft",0.09,0.04,0,0.01,0.14,15
"Assassin's Creed","X360, PS3, PC",2007,"Adventure","Ubisoft",5.199999999999999,4.4799999999999995,0.16,1.46,11.299999999999999,14
"Assassin's Creed Chronicles","PSV, PS4, XOne",2016,"Action","Ubisoft",0.03,0.12,0.02,0.03,0.21000000000000002,5
"Assassin's Creed Chronicles: China","PS4",2015,"Action","Ubisoft",0,0.03,0,0.01,0.04,6
"Assassin's Creed II","PS3, X360, PC",2009,"Action","Ubisoft",5.65,3.96,0.29,1.49,11.41,12
"Assassin's Creed II: Discovery","NDS",2009,"Action","Ubisoft",0.15,0.11,0,0.03,0.28,12
"Assassin's Creed III","PS3, X360, PC, WiiU",2012,"Action","Ubisoft",6.24,4.93,0.19,1.74,13.1,9
"Assassin's Creed III: Liberation","PSV",2012,"Action","Ubisoft",0.58,0.55,0.06,0.28,1.47,9
"Assassin's Creed IV: Black Flag","PS3, X360, PS4, XOne, PC, WiiU",2013,"Action","Ubisoft",6.169999999999999,5.18,0.2,1.6500000000000001,13.159999999999998,8
"Assassin's Creed Syndicate","PS4, XOne, PC",2015,"Action","Ubisoft",1.5100000000000002,2.56,0.06,0.63,4.76,6
"Assassin's Creed: Altair's Chronicles","NDS",2008,"Platform","Ubisoft",0.03,0.01,0,0,0.05,13
"Assassin's Creed: Bloodlines","PSP",2009,"Action","Ubisoft",0.43,0.48,0.05,0.28,1.24,12
"Assassin's Creed: Brotherhood","X360, PS3, PC",2010,"Action","Ubisoft",4.86,1.3,0.14,0.64,6.93,11
"Assassin's Creed: Revelations","PS3, X360, PC",2011,"Action","Ubisoft",3.8000000000000003,3.97,0.14,1.29,9.19,10
