"row ID","Name","Count(Platform)","Min*(Year)","First(Genre)","First(Publisher)","Sum(NA_Sales)","Sum(EU_Sales)","Sum(JP_Sales)","Sum(Other_Sales)","Sum(Global_Sales)"
"Row236","Akko ni Omakase! Brain Shock",1,2006,"Misc","Taito",0.0,0.0,0.04,0.0,0.04
"Row237","Akuji the Heartless",1,1998,"Platform","Eidos Interactive",0.07,0.04,0.0,0.01,0.12
"Row238","Aladdin Magic Racer",1,2011,"Racing","Big Ben Interactive",0.01,0.0,0.0,0.0,0.01
"Row239","Alan Wake",2,2010,"Action","Microsoft Game Studios",0.66,0.5700000000000001,0.05,0.14,1.4200000000000002
"Row240","Alexi Lalas International Soccer",1,1998,"Sports","Take-Two Interactive",0.04,0.03,0.0,0.0,0.07
"Row241","Alfa Romeo Racing Italiano",1,2005,"Racing","Black Bean Games",0.01,0.01,0.0,0.0,0.01
"Row242","Alia's Carnival! Sacrament",1,2015,"Adventure","dramatic create",0.0,0.0,0.03,0.0,0.03
"Row243","Alias",2,2004,"Action","Acclaim Entertainment",0.09,0.05,0.0,0.01,0.16
"Row244","Alice in Wonderland",2,2010,"Adventure","Disney Interactive Studios",0.54,0.39,0.0,0.1,1.03
"Row245","Alice: Madness Returns",3,2011,"Adventure","Electronic Arts",0.49,0.5,0.08,0.15,1.2200000000000002
"Row246","Alien",1,1981,"Action","20th Century Fox Video Games",0.74,0.04,0.0,0.01,0.79
"Row247","Alien Breed Trilogy",1,2011,"Shooter","Mastertronic",0.0,0.02,0.0,0.0,0.03
"Row248","Alien Hominid",2,2004,"Shooter","Zoo Digital Publishing",0.12000000000000001,0.06,0.0,0.01,0.19
"Row249","Alien Monster Bowling League",1,2009,"Sports","Destineer",0.09,0.0,0.0,0.01,0.09
"Row250","Alien Resurrection",1,2000,"Shooter","Fox Interactive",0.09,0.06,0.0,0.01,0.16
"Row251","Alien Syndrome",2,2007,"Role-Playing","Sega",0.13,0.0,0.0,0.01,0.14
"Row252","Alien Trilogy",1,1996,"Shooter","Acclaim Entertainment",0.24,0.16,0.04,0.03,0.47
"Row253","Alien's Return",1,1982,"Action","ITT Family Games",0.32,0.02,0.0,0.0,0.34
"Row254","Alien: Isolation",5,2014,"Shooter","Sega",0.8300000000000001,1.25,0.04,0.3400000000000001,2.4499999999999997
"Row255","Alienators: Evolution Continues",1,2001,"Action","Activision",0.03,0.01,0.0,0.0,0.03
"Row256","Aliens in the Attic",2,2009,"Action","Playlogic Game Factory",0.12000000000000001,0.0,0.0,0.01,0.13
"Row257","Aliens versus Predator: Extinction",2,2003,"Strategy","Electronic Arts",0.15,0.09000000000000001,0.0,0.02,0.27
"Row258","Aliens vs Predator",3,2010,"Shooter","Sega",0.96,1.04,0.0,0.31,2.3000000000000003
"Row259","Aliens vs Predator: Requiem",1,2007,"Action","Vivendi Games",0.03,0.12,0.0,0.07,0.22
"Row260","Aliens: Colonial Marines",3,2013,"Shooter","Sega",0.66,0.74,0.0,0.22,1.6199999999999999
"Row261","Aliens: Infestation",1,2011,"Action","Sega",0.1,0.06,0.0,0.02,0.18
"Row262","All Grown Up! Express Yourself",1,2004,"Misc","THQ",0.13,0.05,0.0,0.0,0.18
"Row263","All Grown Up!: Game Boy Advance Video Volume 1",1,2004,"Misc","N/A",0.17,0.06,0.0,0.0,0.24
"Row264","All Japan Pro Wrestling featuring Virtua",1,1997,"Fighting","Sega",0.0,0.0,0.15,0.0,0.15
"Row265","All Kamen Rider: Rider Generation",1,2011,"Action","Namco Bandai Games",0.0,0.0,0.12,0.0,0.12
"Row266","All Kamen Rider: Rider Generation 2",2,2012,"Action","Namco Bandai Games",0.0,0.0,0.16,0.0,0.16
"Row267","All Points Bulletin",1,2010,"Role-Playing","Electronic Arts",0.0,0.03,0.0,0.01,0.04
"Row268","All Star Cheer Squad",2,2008,"Sports","THQ",0.69,0.29,0.0,0.1,1.08
"Row269","All Star Cheer Squad 2",1,2009,"Sports","THQ",0.12,0.0,0.0,0.01,0.13
"Row270","All Star Karate",1,2010,"Action","THQ",0.14,0.07,0.0,0.02,0.23
"Row271","All Star Pro-Wrestling",1,2000,"Fighting","SquareSoft",0.0,0.0,0.2,0.0,0.2
"Row272","All Star Tennis 99",1,1999,"Sports","Ubisoft",0.04,0.01,0.0,0.0,0.05
"Row273","All-Pro Football 2K8",2,2007,"Sports","Take-Two Interactive",0.38,0.0,0.0,0.03,0.41000000000000003
"Row274","All-Star Baseball 2000",1,1999,"Sports","Acclaim Entertainment",0.36,0.03,0.0,0.0,0.39
"Row275","All-Star Baseball 2001",1,2000,"Sports","Acclaim Entertainment",0.22,0.01,0.0,0.0,0.23
"Row276","All-Star Baseball 2002",2,2001,"Sports","Acclaim Entertainment",0.44000000000000006,0.25,0.0,0.08,0.78
"Row277","All-Star Baseball 2003",4,2002,"Sports","Acclaim Entertainment",0.8,0.42,0.0,0.11,1.3299999999999998
"Row278","All-Star Baseball 2004",4,2003,"Sports","Acclaim Entertainment",0.42,0.22999999999999998,0.0,0.05,0.7
"Row279","All-Star Baseball 99",1,1998,"Sports","Acclaim Entertainment",0.44,0.04,0.0,0.0,0.48
"Row280","Alleyway",1,1989,"Puzzle","Nintendo",0.96,0.38,0.55,0.05,1.94
"Row281","Allied General",1,1996,"Strategy","SSI",0.11,0.07,0.0,0.01,0.19
"Row282","Alone in the Dark",4,2008,"Adventure","Atari",0.26,0.41000000000000003,0.0,0.08,0.74
"Row283","Alone in the Dark: Inferno",1,2008,"Adventure","Atari",0.09,0.03,0.0,0.02,0.14
"Row284","Alone in the Dark: One-Eyed Jack's Revenge",1,1996,"Adventure","Infogrames",0.17,0.12,0.0,0.02,0.31
"Row285","Alpha Protocol",3,2010,"Role-Playing","Sega",0.42000000000000004,0.33999999999999997,0.0,0.12000000000000001,0.8700000000000001
"Row286","Alter Echo",2,2003,"Shooter","THQ",0.1,0.060000000000000005,0.0,0.02,0.18
"Row287","Alter Ego",1,1985,"Simulation","Activision",0.0,0.03,0.0,0.01,0.03
"Row288","Altered Beast: Guardian of the Realms",1,2002,"Action","THQ",0.07,0.02,0.0,0.0,0.09
"Row289","Alundra",1,1997,"Role-Playing","Psygnosis",0.13,0.09,0.0,0.01,0.23
"Row290","Alundra 2: A New Legend Begins",1,1999,"Role-Playing","Activision",0.15,0.1,0.0,0.02,0.27
"Row291","Alvin and the Chipmunks",3,2007,"Misc","Brash Entertainment",0.21000000000000002,0.03,0.0,0.02,0.27
"Row292","Alvin and the Chipmunks: Chipwrecked",3,2011,"Misc","505 Games",0.23000000000000004,0.05,0.0,0.03,0.31000000000000005
"Row293","Alvin and the Chipmunks: The Squeakquel",2,2009,"Misc","Majesco Entertainment",0.37,0.0,0.0,0.03,0.4
"Row294","Amagami",3,2009,"Adventure","Kadokawa Shoten",0.0,0.0,0.32,0.0,0.32
"Row295","Amagoushi no Yakata",1,2007,"Adventure","Nippon Ichi Software",0.0,0.0,0.02,0.0,0.02
"Row296","Amatsumi Sora ni! Kumo no Hatate ni",1,2015,"Adventure","Prototype",0.0,0.0,0.02,0.0,0.02
"Row297","Amazing Adventures: The Forgotten Ruins",1,2008,"Adventure","PopCap Games",0.13,0.08,0.0,0.02,0.24
"Row298","Amazing Island",1,2004,"Strategy","Sega",0.04,0.01,0.0,0.0,0.06
"Row299","America Oudan Ultra-Quiz",1,1995,"Misc","Victor Interactive",0.0,0.0,0.02,0.0,0.02
"Row300","America's Army: Rise of a Soldier",1,2005,"Shooter","Ubisoft",0.19,0.05,0.0,0.01,0.25
"Row301","America's Army: True Soldiers",1,2007,"Shooter","Ubisoft",0.08,0.0,0.0,0.01,0.08
"Row302","America's Next Top Model",2,2008,"Action","Eidos Interactive",0.18,0.0,0.0,0.02,0.18
"Row303","America's Test Kitchen: Let's Get Cooking",1,2010,"Simulation","Nintendo",0.25,0.0,0.0,0.02,0.27
"Row304","American Bass Challenge",1,2001,"Sports","Starfish",0.03,0.01,0.0,0.0,0.05
"Row305","American Chopper",2,2004,"Racing","Zoo Digital Publishing",0.45999999999999996,0.04,0.0,0.06999999999999999,0.57
"Row306","American Chopper 2: Full Throttle",3,2005,"Racing","Zoo Digital Publishing",0.17,0.09,0.0,0.02,0.27999999999999997
"Row307","American Girl: Julie Finds a Way",1,2007,"Adventure","THQ",0.1,0.0,0.0,0.01,0.11
"Row308","American Girl: Kit Mystery Challenge!",1,2008,"Adventure","THQ",0.42,0.0,0.0,0.03,0.46
"Row309","American Idol",2,2003,"Misc","Codemasters",0.42000000000000004,0.27,0.0,0.07,0.77
"Row310","Amnesia",1,2011,"Adventure","Idea Factory",0.0,0.0,0.04,0.0,0.04
"Row311","Amnesia Crowd",1,2013,"Misc","Idea Factory",0.0,0.0,0.05,0.0,0.05
"Row312","Amnesia Later",2,2012,"Misc","Idea Factory",0.0,0.0,0.060000000000000005,0.0,0.060000000000000005
"Row313","Amped 2",1,2003,"Sports","Microsoft Game Studios",0.2,0.04,0.0,0.01,0.25
"Row314","Amped 3",1,2005,"Sports","Take-Two Interactive",0.13,0.02,0.0,0.01,0.16
"Row315","Amped: Freestyle Snowboarding",1,2001,"Sports","Microsoft Game Studios",0.69,0.11,0.0,0.02,0.82
"Row316","Amplitude",1,2003,"Misc","Sony Computer Entertainment",0.09,0.07,0.0,0.02,0.18
"Row317","An American Tail: Fievel's Gold Rush",1,2002,"Platform","Conspiracy Entertainment",0.02,0.01,0.0,0.0,0.03
"Row318","Anarchy Reigns",2,2012,"Action","Sega",0.21000000000000002,0.05,0.08,0.03,0.38
"Row319","And1 Streetball",2,2006,"Action","Ubisoft",0.19,0.12000000000000001,0.0,0.03,0.34
"Row320","Andretti Racing",1,1996,"Racing","Electronic Arts",0.43,0.29,0.0,0.05,0.77
"Row321","Angel Blade: Neo Tokyo Guardians",1,1997,"Role-Playing","On Demand",0.12,0.08,0.0,0.01,0.21
"Row322","Angelique Duet",1,1998,"Strategy","Tecmo Koei",0.0,0.0,0.04,0.0,0.04
"Row323","Angelique Retour",1,2015,"Action","Tecmo Koei",0.0,0.0,0.02,0.0,0.02
"Row324","Angelique Trois",1,2000,"Adventure","Tecmo Koei",0.0,0.0,0.06,0.0,0.06
"Row325","Angelique: Maren no Rokukishi",1,2011,"Adventure","Idea Factory",0.0,0.0,0.03,0.0,0.03
"Row326","Angler's Club: Ultimate Bass Fishing 3D",1,2011,"Sports","D3Publisher",0.0,0.03,0.0,0.0,0.03
"Row327","Angry Birds",1,2011,"Puzzle","Focus Home Interactive",0.0,0.18,0.0,0.05,0.24
"Row328","Angry Birds Star Wars",8,2013,"Strategy","Activision",0.94,0.7300000000000001,0.0,0.23,1.9000000000000001
"Row329","Angry Birds Trilogy",3,2012,"Action","Activision",0.68,0.28,0.0,0.09000000000000001,1.06
"Row330","Angry Birds: Rio",1,2011,"Puzzle","Focus Home Interactive",0.0,0.07,0.0,0.02,0.09
"Row331","AniMates!",1,2007,"Simulation","Lexicon Entertainment",0.02,0.0,0.0,0.0,0.03
"Row332","Anima - Gate of Memories",1,2016,"Action","Avanquest",0.0,0.02,0.0,0.0,0.02
"Row333","Animal Crossing",1,2001,"Simulation","Nintendo",1.92,0.16,0.99,0.09,3.15
"Row334","Animal Crossing: Amiibo Festival",1,2015,"Misc","Nintendo",0.19,0.11,0.09,0.03,0.42
"Row335","Animal Crossing: City Folk",1,2008,"Simulation","Nintendo",1.87,1.12,1.32,0.37,4.68
"Row336","Animal Crossing: Happy Home Designer",1,2015,"Simulation","Nintendo",0.47,1.0,1.39,0.12,2.98
"Row337","Animal Crossing: New Leaf",1,2012,"Simulation","Nintendo",2.01,2.32,4.36,0.41,9.09
"Row338","Animal Crossing: Wild World",1,2005,"Simulation","Nintendo",2.55,3.52,5.33,0.88,12.27
"Row339","Animal Genius",1,2007,"Puzzle","Ubisoft",0.11,0.0,0.0,0.01,0.12
"Row340","Animal Kingdom: Wildlife Expedition",1,2009,"Adventure","Natsume",0.07,0.0,0.0,0.01,0.08
"Row341","Animal Paradise",1,2007,"Simulation","Empire Interactive",0.09,0.14,0.0,0.02,0.25
"Row342","Animal Planet: Emergency Vets",1,2009,"Simulation","Activision",0.08,0.0,0.0,0.01,0.08
"Row343","Animal Planet: Vet Collection",1,2010,"Simulation","Activision",0.05,0.0,0.0,0.0,0.05
"Row344","Animal Planet: Vet Life",2,2009,"Simulation","Activision",0.19,0.0,0.0,0.02,0.21000000000000002
"Row345","Animaniacs Ten Pin Alley",1,1998,"Sports","ASC Games",0.36,0.25,0.0,0.04,0.66
"Row346","Animaniacs: The Great Edgar Hunt",1,2005,"Platform","Ignition Entertainment",0.02,0.01,0.0,0.0,0.03
"Row347","Animorphs: Shattered Reality",1,2000,"Action","Infogrames",0.03,0.02,0.0,0.0,0.06
"Row348","Anno 1701: Dawn of Discovery",1,2007,"Simulation","Touchstone",0.07,0.06,0.0,0.02,0.14
"Row349","Anno 2070",1,2011,"Strategy","Ubisoft",0.0,1.13,0.0,0.32,1.45
"Row350","Anno 2205",1,2015,"Strategy","Ubisoft",0.02,0.22,0.0,0.01,0.25
"Row351","Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai",1,2012,"Action","5pb",0.0,0.0,0.02,0.0,0.02
"Row352","Another Code R: A Journey into Lost Memories",1,2009,"Adventure","Nintendo",0.0,0.03,0.03,0.0,0.06
"Row353","Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!",1,2016,"Action","Namco Bandai Games",0.0,0.0,0.06,0.0,0.06
"Row354","Ant Nation",1,2009,"Simulation","Konami Digital Entertainment",0.06,0.01,0.0,0.01,0.07
"Row355","Antiphona no Seikahime: Tenshi no Gakufu Op.A",1,2009,"Role-Playing","Nippon Ichi Software",0.0,0.0,0.02,0.0,0.02
"Row356","Antz Extreme Racing",2,2002,"Racing","Empire Interactive",0.03,0.02,0.0,0.01,0.06
"Row357","Anubis II",1,2007,"Platform","Metro 3D",0.06,0.0,0.0,0.0,0.07
"Row358","Ao no Exorcist: Genkoku no Labyrinth",1,2012,"Action","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"Row359","Aoishiro",1,2008,"Adventure","Success",0.0,0.0,0.02,0.0,0.02
"Row360","Apache: Air Assault",3,2010,"Simulation","Activision",0.22999999999999998,0.14,0.0,0.05,0.42000000000000004
"Row361","Apassionata: Die Galanacht der Pferde",1,2009,"Simulation","RTL",0.0,0.04,0.0,0.01,0.05
"Row362","Ape Escape",2,1999,"Platform","Sony Computer Entertainment",0.71,0.51,0.32,0.12,1.68
"Row363","Ape Escape 2",1,2002,"Platform","Sony Computer Entertainment",0.12,0.09,0.38,0.03,0.63
"Row364","Ape Escape 3",1,2005,"Platform","Sony Computer Entertainment",0.06,0.05,0.0,0.02,0.13
"Row365","Ape Escape Academy",1,2004,"Misc","Sony Computer Entertainment",0.13,0.15,0.0,0.05,0.33
"Row366","Ape Escape Academy (jp sales)",1,2004,"Misc","Sony Computer Entertainment",0.0,0.0,0.13,0.0,0.14
"Row367","Ape Escape: On the Loose",1,2005,"Platform","Sony Computer Entertainment",0.52,0.01,0.12,0.05,0.7
"Row368","Ape Escape: Pumped & Primed",1,2004,"Misc","Sony Computer Entertainment",0.04,0.03,0.0,0.01,0.08
"Row369","Apex",1,2003,"Racing","Atari",0.1,0.03,0.0,0.0,0.14
"Row370","Apocalypse",1,1998,"Action","Activision",0.25,0.17,0.0,0.03,0.45
"Row371","Apollo Justice: Ace Attorney",1,2007,"Adventure","Capcom",0.32,0.06,0.64,0.04,1.06
"Row372","Aqua Aqua",1,2000,"Puzzle","3DO",0.05,0.04,0.0,0.01,0.11
"Row373","Aqua Panic!",1,2009,"Puzzle","Neko Entertainment",0.01,0.01,0.0,0.0,0.02
"Row374","Aqua Teen Hunger Force: Zombie Ninja Pro-Am",1,2007,"Racing","Midway Games",0.03,0.03,0.0,0.01,0.07
"Row375","Aquaman: Battle for Atlantis",1,2003,"Action","TDK Mediactive",0.01,0.0,0.0,0.0,0.01
"Row376","Aquanaut's Holiday",1,1995,"Adventure","Sony Computer Entertainment",0.01,0.01,0.0,0.0,0.02
"Row377","Aquanaut's Holiday: Kakusareta Kiroku",1,2008,"Adventure","Sony Computer Entertainment",0.0,0.0,0.04,0.0,0.04
"Row378","Aquapazza: Aquaplus Dream Match",1,2012,"Fighting","Aqua Plus",0.05,0.0,0.05,0.01,0.1
"Row379","Aquarium by DS",1,2008,"Simulation","Mercury Games",0.05,0.0,0.0,0.0,0.06
"Row380","Ar Nosurge: Ode to an Unborn Star",2,2014,"Role-Playing","Tecmo Koei",0.05,0.04,0.1,0.02,0.2
"Row381","Ar tonelico 2: Melody of Metafalica",1,2007,"Role-Playing","Nippon Ichi Software",0.04,0.03,0.11,0.01,0.18
"Row382","Ar tonelico Qoga: Knell of Ar Ciel",1,2010,"Role-Playing","Tecmo Koei",0.08,0.01,0.13,0.01,0.24
"Row383","Ar tonelico: Melody of Elemia",1,2006,"Role-Playing","505 Games",0.0,0.0,0.1,0.0,0.1
"Row384","Arabians Lost: The Engagement on Desert",2,2007,"Adventure","Prototype",0.0,0.0,0.03,0.0,0.03
"Row385","Arc Rise Fantasia",1,2009,"Role-Playing","Marvelous Interactive",0.13,0.0,0.06,0.01,0.19
"Row386","Arc the Lad",1,1995,"Role-Playing","Sony Computer Entertainment",0.0,0.0,1.1,0.01,1.11
"Row387","Arc the Lad II",1,1996,"Role-Playing","Sony Computer Entertainment",0.0,0.0,0.92,0.13,1.05
"Row388","Arc the Lad III",1,1999,"Role-Playing","Sony Computer Entertainment",0.0,0.0,0.39,0.03,0.42
"Row389","Arc the Lad: End of Darkness",1,2004,"Role-Playing","Sony Computer Entertainment",0.03,0.02,0.0,0.01,0.06
"Row390","Arc the Lad: Twilight of the Spirits",1,2003,"Role-Playing","Sony Computer Entertainment",0.18,0.14,0.0,0.05,0.36
"Row391","Arcade Hits: Frisky Tom",1,2002,"Action","Hamster Corporation",0.16,0.11,0.0,0.02,0.28
"Row392","Arcade Party Pak",1,1999,"Misc","Midway Games",0.06,0.04,0.0,0.01,0.11
"Row393","Arcade Shooting Gallery",1,2008,"Shooter","Zoo Games",0.18,0.0,0.0,0.01,0.19
"Row394","Arcade Zone",1,2009,"Misc","Activision",0.14,0.0,0.0,0.01,0.16
"Row395","Arcana Famiglia 2",1,2013,"Adventure","Comfort",0.0,0.0,0.02,0.0,0.02
"Row396","Arcana Famiglia: La storia della Aracana Famiglia",1,2011,"Adventure","Comfort",0.0,0.0,0.05,0.0,0.05
"Row397","Arcana Famiglia: Vascello Phantasma no Majutsushi",1,2012,"Action","Comfort",0.0,0.0,0.02,0.0,0.02
"Row398","Arcana Heart",1,2007,"Fighting","AQ Interactive",0.06,0.05,0.04,0.02,0.16
"Row399","Arcana Heart 3",3,2011,"Fighting","PQube",0.07,0.08,0.14,0.03,0.31
"Row400","Arcania: Gothic 4",3,2010,"Role-Playing","JoWood Productions",0.16,0.12,0.01,0.04,0.34
"Row401","Archer Maclean Presents: Pool Paradise",2,2004,"Sports","Ignition Entertainment",0.05,0.03,0.0,0.01,0.09
"Row402","Archer Maclean's 3D Pool",1,2003,"Misc","Crave Entertainment",0.05,0.02,0.0,0.0,0.07
"Row403","Archer Maclean's Mercury",1,2005,"Puzzle","Ignition Entertainment",0.17,0.24,0.0,0.14,0.56
"Row404","Arctic Tale",2,2007,"Adventure","Zoo Digital Publishing",0.17,0.0,0.0,0.01,0.19
"Row405","Arctic Thunder",2,2001,"Racing","Midway Games",0.26,0.16,0.0,0.05,0.48
"Row406","Are You Alice?",1,2011,"Adventure","Idea Factory",0.0,0.0,0.02,0.0,0.02
"Row407","Are You Smarter Than A 5th Grader?",1,2007,"Misc","Mindscape",0.48,0.0,0.0,0.04,0.53
"Row408","Are You Smarter Than a 5th Grader? Back to School",2,2010,"Misc","Nintendo",0.28,0.0,0.0,0.03,0.3
"Row409","Are You Smarter than a 5th Grader? Game Time",3,2009,"Puzzle","THQ",0.59,0.0,0.0,0.05,0.63
"Row410","Are You Smarter than a 5th Grader? Make the Grade",2,2008,"Misc","THQ",0.87,0.0,0.0,0.07,0.9400000000000001
"Row411","Area 51",3,1996,"Shooter","GT Interactive",0.84,0.5,0.0,0.12,1.46
"Row412","Arena Football",2,2006,"Sports","Electronic Arts",0.39,0.25,0.0,0.08,0.7100000000000001
"Row413","Aria: The Natural ~Tooi Yume no Mirage~",1,2006,"Adventure","Alchemist",0.0,0.0,0.02,0.0,0.02
"Row414","Aria: The Origination ~Aoi Wakusei no El Cielo~",1,2008,"Adventure","Alchemist",0.0,0.0,0.02,0.0,0.02
"Row415","Arkanoid DS",1,2007,"Puzzle","Square Enix",0.06,0.0,0.0,0.0,0.06
"Row416","ArmA II",1,2009,"Shooter","505 Games",0.0,0.12,0.0,0.03,0.14
"Row417","ArmA III",1,2013,"Shooter","Bohemia Interactive",0.0,0.1,0.0,0.02,0.12
"Row418","Armed and Dangerous",1,2003,"Shooter","LucasArts",0.09,0.03,0.0,0.0,0.13
"Row419","Armor Ambush",1,1981,"Action","Mattel Interactive",0.15,0.01,0.0,0.0,0.17
"Row420","Armored Core",1,1997,"Simulation","Sony Computer Entertainment",0.13,0.09,0.16,0.03,0.41
"Row421","Armored Core 2",1,2000,"Simulation","Ubisoft",0.28,0.22,0.23,0.07,0.79
"Row422","Armored Core 2: Another Age",1,2001,"Simulation","Metro 3D",0.11,0.08,0.19,0.03,0.41
"Row423","Armored Core 3",1,2002,"Simulation","Metro 3D",0.22,0.17,0.23,0.06,0.67
"Row424","Armored Core 3 Portable",1,2009,"Simulation","From Software",0.0,0.0,0.08,0.0,0.08
"Row425","Armored Core 4",2,2006,"Simulation","505 Games",0.28,0.01,0.12,0.03,0.45
"Row426","Armored Core SL: Silent Line Portable",1,2009,"Simulation","From Software",0.0,0.0,0.03,0.0,0.03
"Row427","Armored Core V",2,2012,"Simulation","Namco Bandai Games",0.22,0.07,0.27999999999999997,0.03,0.62
"Row428","Armored Core: For Answer",2,2008,"Simulation","Ubisoft",0.12,0.03,0.17,0.02,0.33999999999999997
"Row429","Armored Core: Formula Front Extreme Battle",1,2004,"Simulation","505 Games",0.05,0.0,0.0,0.0,0.05
"Row430","Armored Core: Last Raven",1,2005,"Simulation","505 Games",0.05,0.04,0.08,0.01,0.18
"Row431","Armored Core: Last Raven Portable",1,2010,"Simulation","From Software",0.0,0.0,0.03,0.0,0.03
"Row432","Armored Core: Master of Arena",1,1999,"Simulation","From Software",0.07,0.05,0.13,0.02,0.26
"Row433","Armored Core: Nexus",1,2004,"Simulation","Indie Games",0.06,0.05,0.14,0.02,0.26
"Row434","Armored Core: Nine Breaker",1,2004,"Simulation","505 Games",0.03,0.03,0.0,0.01,0.07
"Row435","Armored Core: Project Phantasma",1,1997,"Simulation","From Software",0.06,0.04,0.15,0.02,0.28
"Row436","Armored Core: Silent Line",1,2003,"Simulation","Agetec",0.07,0.06,0.16,0.02,0.31
"Row437","Armored Core: Verdict Day",1,2013,"Simulation","From Software",0.0,0.0,0.12,0.0,0.12
"Row438","Armorines: Project S.W.A.R.M.",2,1999,"Shooter","Acclaim Entertainment",0.26,0.08,0.0,0.01,0.34
"Row439","Army Corps of Hell",1,2011,"Action","Square Enix",0.05,0.04,0.0,0.02,0.1
"Row440","Army Men 3D",1,1999,"Action","3DO",1.1,0.14,0.0,0.04,1.28
"Row441","Army Men World War: Final Front",1,2001,"Action","3DO",0.24,0.17,0.0,0.03,0.44
"Row442","Army Men World War: Land Sea Air",1,2000,"Action","3DO",0.17,0.12,0.0,0.02,0.3
"Row443","Army Men World War: Team Assault",1,2001,"Action","3DO",0.06,0.04,0.0,0.01,0.1
"Row444","Army Men: Air Attack",1,1999,"Action","3DO",0.47,0.32,0.0,0.06,0.85
"Row445","Army Men: Air Attack 2",1,2000,"Action","3DO",0.17,0.11,0.0,0.02,0.3
"Row446","Army Men: Air Combat",1,2000,"Action","3DO",0.19,0.05,0.0,0.0,0.24
"Row447","Army Men: Air Combat - The Elite Missions",1,2003,"Shooter","3DO",0.01,0.0,0.0,0.0,0.01
"Row448","Army Men: Green Rogue",2,2001,"Action","3DO",0.1,0.07,0.0,0.02,0.2
"Row449","Army Men: Major Malfunction",1,2006,"Shooter","Global Star",0.01,0.0,0.0,0.0,0.02
"Row450","Army Men: RTS",2,2002,"Strategy","3DO",0.1,0.05,0.0,0.01,0.18
"Row451","Army Men: Sarge's Heroes",2,1999,"Action","3DO",0.99,0.32999999999999996,0.0,0.05,1.37
"Row452","Army Men: Sarge's Heroes 2",3,2000,"Shooter","3DO",0.5700000000000001,0.23,0.0,0.04,0.83
"Row453","Army Men: Sarge's War",2,2004,"Shooter","Global Star",0.21,0.05,0.0,0.0,0.26
"Row454","Army Men: Soldiers of Misfortune",2,2008,"Shooter","Zoo Games",0.22999999999999998,0.0,0.0,0.02,0.25
"Row455","Army Rescue",1,2009,"Shooter","UFO Interactive",0.02,0.0,0.0,0.0,0.02
"Row456","Army of Two",2,2008,"Shooter","Electronic Arts",1.83,0.64,0.04,0.31,2.82
"Row457","Army of Two: The 40th Day",3,2010,"Shooter","Electronic Arts",1.1800000000000002,0.64,0.01,0.28,2.1199999999999997
"Row458","Army of Two: The Devil's Cartel",2,2013,"Shooter","Electronic Arts",0.27,0.18,0.01,0.07,0.54
"Row459","Around the World in 80 Days",2,2004,"Action","PlayV",0.03,0.15000000000000002,0.0,0.02,0.21000000000000002
"Row460","Arslan: The Warriors of Legend",3,2015,"Action","Tecmo Koei",0.03,0.01,0.09,0.01,0.15
"Row461","Art Academy",1,2010,"Misc","Nintendo",0.28,1.68,0.33,0.28,2.57
"Row462","Art Academy: Home Studio",1,2015,"Misc","Nintendo",0.0,0.0,0.01,0.0,0.01
"Row463","Art Academy: Lessons for Everyone",1,2012,"Action","Nintendo",0.2,0.03,0.21,0.02,0.46
"Row464","Art of Fighting 3: The Path of the Warrior",1,1996,"Fighting","SNK",0.0,0.0,0.04,0.0,0.04
"Row465","Art of Fighting Anthology",1,2006,"Fighting","Crave Entertainment",0.02,0.02,0.0,0.01,0.04
"Row466","Arthur and the Invisibles",1,2007,"Adventure","Atari",0.03,0.0,0.0,0.0,0.03
"Row467","Arthur! Ready to Race",1,2000,"Racing","The Learning Company",0.03,0.02,0.0,0.0,0.05
"Row468","Arx Fatalis",1,2003,"Role-Playing","Mindscape",0.04,0.01,0.0,0.0,0.05
"Row469","Ashes Cricket 2009",3,2009,"Sports","Codemasters",0.0,0.5800000000000001,0.0,0.04,0.61
